ai1F,ai2F,ai1B,ai2B
3.3555620000000004,3.2973230000000004,-0.012708,0.015151
3.354461,3.298371,-0.011584,0.017444
3.353307,3.2978980000000004,-0.013654,0.021014
3.351124,3.2978620000000003,-0.015502000000000004,0.023053
3.351173,3.29903,-0.017819,0.025294
3.350174,3.2988230000000005,-0.020481,0.027744
3.348018,3.299775,-0.01957,0.028030000000000003
3.346528,3.300482,-0.01932,0.028059
3.3456690000000004,3.299913,-0.019304,0.026883
3.3450050000000005,3.301615,-0.015981,0.024357
3.342592,3.302877,-0.016759,0.022533
3.341731,3.30235,-0.019078,0.0199
3.342142,3.3034190000000003,-0.01808,0.017943
3.3405150000000003,3.304503,-0.019164,0.016232
3.338931,3.3044800000000003,-0.019739,0.014734
3.338138,3.304635,-0.021055,0.012882
3.336962,3.3049230000000005,-0.021474,0.0106
3.336713,3.3045949999999995,-0.021274,0.008916
3.336708,3.30366,-0.018344,0.006647
3.3354550000000005,3.302781,-0.016541,0.002972
3.333936,3.302492,-0.015937,-0.00031600000000000004
3.332453,3.301895,-0.015557,-0.003949
3.329232,3.30015,-0.016253999999999998,-0.008683
3.327157,3.2993940000000004,-0.016005000000000002,-0.012876
3.327156,3.298434,-0.017757,-0.017096
3.3268910000000003,3.295644,-0.015033,-0.020667
3.326343,3.294449,-0.014246,-0.022885
3.325361,3.293553,-0.013474000000000002,-0.0254
3.3228910000000003,3.290428,-0.011303,-0.02698
3.322436,3.290282,-0.01199,-0.027887
3.32375,3.288608,-0.011317,-0.029559
3.322283,3.2850370000000004,-0.011892,-0.03119
3.320816,3.284675,-0.015012,-0.032691000000000005
3.321153,3.2825010000000003,-0.015762,-0.034598000000000004
3.321571,3.27896,-0.016152,-0.036647000000000006
3.319604,3.2781839999999995,-0.017159999999999998,-0.038082
3.3182629999999995,3.276461,-0.018423,-0.039422000000000006
3.317445,3.272814,-0.017713999999999997,-0.039774
3.316513,3.271081,-0.015574,-0.038942
3.315557,3.269572,-0.014842,-0.037753
3.312939,3.265282,-0.013576,-0.034362000000000004
3.309956,3.263058,-0.014427,-0.031031
3.308006,3.262086,-0.015350999999999997,-0.028341
3.30686,3.257975,-0.013859,-0.022759
3.305271,3.256471,-0.01565,-0.019502
3.304879,3.254794,-0.016228,-0.016815
3.304824,3.251027,-0.017016999999999997,-0.011696
3.305742,3.250716,-0.016743,-0.009679
3.305603,3.2497990000000003,-0.01432,-0.006984999999999999
3.304463,3.247778,-0.017018000000000002,-0.002745
3.3025910000000005,3.248417,-0.017973,-0.00122
3.30114,3.247953,-0.018384,0.002297
3.3021800000000003,3.245932,-0.020669,0.006803
3.3007,3.24552,-0.019176,0.009051
3.298576,3.244961,-0.017169,0.014163
3.298956,3.243093,-0.01761,0.019226
3.299275,3.2425040000000003,-0.016535,0.0224
3.297218,3.242707,-0.016062,0.026829
3.294864,3.240948,-0.019171,0.031764999999999995
3.293995,3.240281,-0.01923,0.03305
3.2919410000000005,3.2404330000000003,-0.017574,0.034836
3.290195,3.240121,-0.021468,0.036428
3.2899,3.240627,-0.022748,0.035445
3.287368,3.241572,-0.021939,0.034755
3.287183,3.242849,-0.023548,0.03379
3.28947,3.244081,-0.02294,0.031911
3.288042,3.244599,-0.020236,0.030318
3.28686,3.246036,-0.020722,0.029035
3.286213,3.246577,-0.019116,0.026256
3.283932,3.245991,-0.015401,0.025417
3.282166,3.246378,-0.018209,0.023789
3.280325,3.245861,-0.019769,0.020838
3.2778110000000003,3.244621,-0.01814,0.019422
3.276583,3.2444900000000003,-0.018854,0.016046
3.276895,3.243129,-0.016818,0.011968
3.277135,3.242127,-0.016594,0.007443000000000002
3.276039,3.242985,-0.017396000000000002,0.00162
3.275952,3.241649,-0.016387,-0.0034920000000000003
3.274299,3.24077,-0.017508000000000003,-0.009972
3.272724,3.24169,-0.017762,-0.016265
3.271602,3.240176,-0.018853,-0.021373
3.268222,3.237976,-0.01897,-0.026859
3.267449,3.237062,-0.017841,-0.031506
3.268167,3.235068,-0.018692,-0.034682
3.2684450000000003,3.231418,-0.018872,-0.036512
3.268666,3.229812,-0.019479,-0.039688
3.266135,3.22673,-0.020051,-0.040985
3.263458,3.222387,-0.019308,-0.042034
3.264463,3.219755,-0.020172,-0.04476
3.264424,3.216743,-0.019837,-0.04521
3.261753,3.213645,-0.019618,-0.046149
3.260296,3.211691,-0.018979,-0.047424
3.261502,3.209334,-0.019104,-0.045148
3.261715,3.206866,-0.021219,-0.045012
3.261714,3.20588,-0.018408,-0.044219
3.2604900000000003,3.203554,-0.017358000000000002,-0.040309
3.258164,3.200192,-0.017349,-0.038353
3.2589930000000003,3.198685,-0.014853,-0.034791
3.25803,3.196959,-0.016562999999999998,-0.029018
3.251603,3.193218,-0.017200999999999998,-0.023883
3.247794,3.190809,-0.016548,-0.018818
3.247958,3.188966,-0.018418,-0.012552
3.247519,3.186257,-0.01924,-0.007906999999999999
3.247795,3.18434,-0.019679,-0.003522
3.244893,3.183462,-0.020802,0.001298
3.244424,3.182091,-0.021379,0.005697
3.2476700000000003,3.181641,-0.02237,0.009625
3.24472,3.182101,-0.022724,0.014824
3.2408740000000003,3.181983,-0.024247,0.018423
3.241628,3.182372,-0.020976,0.021935
3.241879,3.183448,-0.019418,0.026984
3.242132,3.184093,-0.019283,0.029876
3.242478,3.184138,-0.017946,0.033367
3.239979,3.18606,-0.018552000000000003,0.037301
3.240266,3.186553,-0.018322,0.039155
3.240783,3.185686,-0.018763,0.040432
3.234833,3.186813,-0.017902,0.041522
3.229934,3.187534,-0.019258,0.040144
3.230013,3.186312,-0.018876,0.038428
3.228699,3.186755,-0.016548,0.037393
3.226795,3.187932,-0.014997,0.034537
3.227074,3.187944,-0.015206,0.032032
3.224741,3.18923,-0.015185,0.029651
3.225698,3.191675,-0.014278,0.026242
3.228862,3.192431,-0.015966,0.023264
3.225319,3.19398,-0.016963,0.02101
3.222572,3.196775,-0.017092,0.016803
3.22423,3.1967830000000004,-0.018293,0.013566
3.223801,3.1977450000000003,-0.017141999999999998,0.009786
3.221134,3.199263,-0.017123,0.003866
3.218282,3.196966,-0.01786,-0.001127
3.218264,3.195967,-0.018952,-0.006773
3.218653,3.195619,-0.019813,-0.013406
3.2188830000000004,3.191102,-0.019124,-0.018078
3.218132,3.189063,-0.021625,-0.021955
3.213235,3.188797,-0.02166,-0.026183
3.211991,3.185588,-0.020842,-0.028783
3.212623,3.183604,-0.020271,-0.031224
3.210595,3.18366,-0.016893000000000002,-0.032109
3.208679,3.181485,-0.016106,-0.032729
3.210239,3.179147,-0.014947,-0.034043000000000004
3.212209,3.178091,-0.012898,-0.034059
3.211167,3.175137,-0.013232,-0.03482
3.209703,3.172127,-0.016345,-0.035969
3.2065360000000003,3.169101,-0.021164,-0.036443
3.204132,3.163922,-0.021789,-0.037661
3.202595,3.15972,-0.022639,-0.038099
3.199959,3.155413,-0.02193,-0.037394
3.197371,3.149918,-0.018341,-0.036577
3.196845,3.145619,-0.018127,-0.03412
3.199877,3.142801,-0.016056,-0.030836
3.199463,3.139363,-0.014887,-0.026685000000000004
3.197051,3.13631,-0.016208,-0.022096
3.19796,3.134672,-0.018549,-0.015861
3.197798,3.133821,-0.018354,-0.011323
3.195893,3.132015,-0.016439,-0.007548
3.194957,3.130081,-0.015046,-0.002124
3.19013,3.129881,-0.014356,0.000719
3.187463,3.128151,-0.014915,0.003389
3.190906,3.125161,-0.012982,0.006942
3.190768,3.124299,-0.010531,0.009363
3.188111,3.123154,-0.009771,0.012301
3.187338,3.120153,-0.011561,0.015238
3.189339,3.120056,-0.011745,0.017442
3.18766,3.121032,-0.014077,0.020878
3.182442,3.119564,-0.016682,0.023532
3.181009,3.121212,-0.015350999999999997,0.027038
3.179215,3.123427,-0.014904,0.029464
3.179193,3.123158,-0.011506,0.031387
3.180654,3.127026,-0.010231,0.032943
3.177122,3.12855,-0.013436000000000002,0.032038
3.176276,3.12894,-0.013909,0.032564
3.178172,3.133148,-0.01824,0.031447
3.174958,3.133281,-0.020379,0.027897
3.171773,3.133126,-0.0186,0.025961
3.170374,3.135703,-0.020344,0.023371
3.170356,3.136274,-0.016747,0.019474
3.170078,3.136419,-0.012621,0.017412999999999998
3.167999,3.1382060000000003,-0.013844,0.015272999999999997
3.167471,3.140638,-0.012791,0.012605
3.166717,3.141066,-0.013678,0.011117
3.169142,3.142951,-0.015773,0.008391
3.168212,3.145086,-0.015271000000000003,0.004901
3.164622,3.144589,-0.01879,0.001524
3.163574,3.146008,-0.021145,-0.002928
3.162677,3.145195,-0.019837,-0.007133
3.163004,3.143045,-0.018949,-0.010927
3.160288,3.143217,-0.016996999999999998,-0.015392
3.1584060000000003,3.140864,-0.015619,-0.020395
3.1592,3.138174,-0.014235,-0.023859
3.159616,3.1371290000000003,-0.01395,-0.026864
3.158244,3.1345490000000003,-0.01627,-0.029752
3.155485,3.131307,-0.018866,-0.030754000000000007
3.153324,3.129029,-0.023016,-0.0316
3.152581,3.126502,-0.02248,-0.031494
3.151567,3.122676,-0.019484,-0.031556
3.14952,3.119699,-0.017608000000000002,-0.032169
3.1484970000000003,3.116196,-0.013595,-0.03126
3.149601,3.111929,-0.015036,-0.031469
3.151109,3.108307,-0.014875,-0.031544
3.148778,3.103595,-0.013965,-0.029948
3.147202,3.099867,-0.01795,-0.029480000000000006
3.147487,3.096382,-0.017849,-0.028045
3.145455,3.091789,-0.018482,-0.025707
3.145364,3.0887830000000003,-0.019925,-0.022879
3.145094,3.085778,-0.019397,-0.018417
3.142796,3.082763,-0.016821,-0.014828999999999997
3.14252,3.080308,-0.013909,-0.010752
3.141939,3.077594,-0.013669999999999998,-0.006464
3.139759,3.075481,-0.013724,-0.002388
3.139193,3.073201,-0.01824,-6.2e-05
3.137063,3.070307,-0.023073,0.002533
3.134522,3.068452,-0.022725,0.006276
3.1348540000000003,3.067472,-0.022767,0.007201000000000002
3.13377,3.06586,-0.022186,0.009642
3.130974,3.06577,-0.022049000000000003,0.012725
3.131162,3.066622,-0.018757,0.013961
3.131777,3.066399,-0.01612,0.017317
3.1295740000000003,3.067462,-0.015979,0.019667
3.129706,3.069487,-0.013957,0.021978
3.1284650000000003,3.069595,-0.017616999999999997,0.025781
3.126245,3.07134,-0.016557,0.026653
3.126493,3.073502,-0.015068000000000003,0.028604
3.124993,3.073652,-0.020204,0.029972
3.12207,3.075589,-0.019805,0.028565
3.121826,3.077465,-0.016422,0.027326
3.122021,3.077238,-0.014563,0.025513
3.119537,3.078917,-0.014735,0.023222
3.117045,3.080708,-0.015619999999999997,0.019909
3.117321,3.080476,-0.01883,0.017107
3.116475,3.08273,-0.020892,0.014665
3.114973,3.084155,-0.018959,0.013092
3.11637,3.084825,-0.020976,0.011166
3.111792,3.087127,-0.022673,0.008591
3.111894,3.088013,-0.019907,0.007684999999999998
3.11745,3.088482,-0.015988,0.005072999999999999
3.113637,3.08975,-0.015079,0.002581
3.111314,3.089896,-0.016433,0.000595
3.110707,3.0889290000000003,-0.01623,-0.003549
3.109753,3.08859,-0.018661,-0.006745999999999999
3.110649,3.088501,-0.020871,-0.01051
3.108805,3.085803,-0.021961,-0.015064
3.106951,3.08435,-0.022468,-0.018402
3.107463,3.082978,-0.021512,-0.02162
3.110647,3.080194,-0.019821,-0.025169
3.1081220000000003,3.07846,-0.018881,-0.026327
3.10324,3.075787,-0.01849,-0.026035000000000003
3.10398,3.07367,-0.016513,-0.026763
3.103941,3.0716330000000003,-0.014791,-0.026195
3.100174,3.068397,-0.018594,-0.02511
3.097458,3.065691,-0.021996,-0.024681
3.096854,3.062704,-0.020278,-0.023459
3.09634,3.059453,-0.021644,-0.023631
3.095644,3.055428,-0.020205,-0.023293
3.094157,3.051947,-0.020162,-0.022117
3.091597,3.048536,-0.021422,-0.022978
3.092669,3.043572,-0.01822,-0.021547
3.095536,3.04056,-0.018528,-0.020298
3.0904540000000003,3.037778,-0.020301,-0.019315
3.087771,3.034903,-0.021581,-0.016132
3.089695,3.0337240000000003,-0.020663,-0.013092
3.089494,3.030752,-0.019766,-0.008722
3.091339,3.0298380000000003,-0.020807,-0.0052840000000000005
3.090223,3.028334,-0.019284,-0.002252
3.086133,3.024722,-0.0173,0.002574
3.086804,3.024687,-0.018173,0.005934
3.087446,3.023102,-0.017832,0.007113
3.082514,3.020365,-0.017644999999999997,0.009632
3.077918,3.020008,-0.0187,0.011524
3.078008,3.018243,-0.019103,0.011185
3.078945,3.016724,-0.021336,0.01165
3.075585,3.016805,-0.021473,0.012219
3.0736830000000004,3.016086,-0.0188,0.013034
3.074504,3.015833,-0.017669999999999998,0.014502
3.074141,3.017624,-0.017044999999999998,0.015295
3.074635,3.018406,-0.015891,0.017242
3.07268,3.018363,-0.017506999999999998,0.018849
3.070807,3.021575,-0.017338,0.018857
3.070862,3.022454,-0.017236,0.0193
3.070939,3.021694,-0.020259,0.019217
3.0708330000000004,3.024396,-0.020658000000000003,0.01744
3.0704860000000003,3.025512,-0.020327,0.014583
3.071603,3.02545,-0.019293,0.012373
3.071128,3.027377,-0.019015,0.009305
3.068577,3.0283990000000003,-0.018728,0.005932
3.0673790000000003,3.02854,-0.017533,0.003735
3.066078,3.030262,-0.01652,0.001865
3.065117,3.030359,-0.015797,0.001091
3.065007,3.030495,-0.01683,-0.000603
3.060718,3.032585,-0.015812,-0.001549
3.057304,3.03196,-0.014833,-0.002075
3.057882,3.031516,-0.017578,-0.004249
3.057377,3.032679,-0.02033,-0.006108
3.056709,3.031853,-0.019773,-0.008543
3.055778,3.031125,-0.016959000000000002,-0.012036
3.054129,3.031848,-0.01787,-0.015529
3.0522970000000003,3.03159,-0.017738999999999998,-0.019424
3.052145,3.0306900000000003,-0.017484,-0.022091
3.051882,3.029816,-0.019668,-0.023895
3.050194,3.028765,-0.017549000000000002,-0.025216
3.050476,3.027664,-0.017303,-0.025279
3.050675,3.025722,-0.018444,-0.023458
3.050337,3.0236,-0.017478999999999998,-0.022407
3.050462,3.022627,-0.017511000000000002,-0.022409
3.04823,3.020147,-0.018117,-0.019779
3.044929,3.01715,-0.019179,-0.019552
3.045471,3.015185,-0.018454,-0.019454
3.043572,3.012054,-0.016822999999999998,-0.01856
3.04065,3.0088790000000003,-0.015373,-0.019642
3.04257,3.006377,-0.016497,-0.018249
3.040857,3.003029,-0.019219,-0.017785
3.037412,3.000285,-0.018298,-0.017519999999999997
3.038924,2.998227,-0.017306000000000002,-0.013559
3.037609,2.994345,-0.016709,-0.011113
3.034744,2.991413,-0.014625,-0.008808
3.034921,2.989606,-0.014038,-0.004048
3.0347150000000003,2.984677,-0.012887,-0.000705
3.033835,2.982564,-0.012692,0.001938
3.032028,2.9819560000000003,-0.016016,0.00529
3.0315220000000003,2.9773240000000003,-0.016745,0.007065000000000002
3.031155,2.975352,-0.017312,0.008602
3.029823,2.9746080000000004,-0.01899,0.009861
3.030414,2.971459,-0.019343,0.009182
3.030476,2.969709,-0.020846,0.009693
3.031057,2.969574,-0.01961,0.011047
3.030465,2.967995,-0.015093,0.011162
3.027277,2.96676,-0.013789,0.012838
3.027056,2.967454,-0.014422999999999997,0.015587
3.026841,2.96689,-0.012705,0.016589
3.02503,2.96651,-0.0121,0.017868000000000002
3.023766,2.967653,-0.014461000000000003,0.019967
3.022654,2.967225,-0.016523,0.019611
3.021407,2.967485,-0.018768,0.019169
3.019091,2.968289,-0.019593,0.018639
3.0169040000000003,2.967194,-0.017200999999999998,0.016262000000000002
3.015731,2.968054,-0.016496,0.013751
3.012712,2.96929,-0.016106,0.01065
3.012234,2.968915,-0.012568,0.007148000000000002
3.013306,2.969946,-0.013569,0.005002
3.011137,2.971391,-0.015758,0.002651
3.010146,2.972534,-0.014678,0.0009
3.010518,2.974007,-0.015204,0.000136
3.009563,2.975753,-0.013934,-0.000152
3.009301,2.977565,-0.013771,-0.001132
3.010097,2.9787220000000003,-0.013917,-0.002569
3.00965,2.979027,-0.013143,-0.0034100000000000003
3.009318,2.980308,-0.010898,-0.005268999999999999
3.0079130000000003,2.9807240000000004,-0.011074,-0.008912999999999999
3.004784,2.979749,-0.013158,-0.012133
3.002983,2.979476,-0.015862,-0.015871
3.002334,2.978827,-0.018189,-0.020156
3.000268,2.976211,-0.018401,-0.023415
2.998353,2.97527,-0.020211,-0.026429
2.998244,2.974357,-0.017824,-0.027883
2.995836,2.971613,-0.01649,-0.027844
2.993862,2.971795,-0.015581,-0.027848
2.994591,2.971012,-0.013949,-0.026682
2.992805,2.96778,-0.015073,-0.024982
2.99254,2.968096,-0.015163,-0.024263
2.994038,2.96696,-0.015889,-0.023466
2.99435,2.9630970000000003,-0.018259,-0.022787
2.993164,2.962799,-0.018191,-0.02272
2.9924060000000003,2.961328,-0.017496,-0.022767
2.992209,2.957138,-0.017249,-0.022705
2.991739,2.95542,-0.017772,-0.022662
2.990962,2.953328,-0.017052,-0.021939
2.989261,2.948368,-0.015549,-0.020435
2.987132,2.945466,-0.016806,-0.01857
2.985607,2.943348,-0.017240000000000002,-0.014856
2.984119,2.938761,-0.019469,-0.011627
2.982329,2.936654,-0.020875,-0.008801
2.98159,2.934368,-0.018862,-0.003315
2.979331,2.92972,-0.019562,-0.000627
2.979186,2.928519,-0.019326,0.001645
2.97807,2.927012,-0.019125,0.005897
2.975584,2.923457,-0.01805,0.006973999999999999
2.973982,2.923103,-0.015568,0.008581
2.971133,2.921863,-0.018055,0.011426
2.971428,2.9186240000000003,-0.018968,0.011735
2.9724060000000003,2.917973,-0.018823,0.014025
2.971359,2.916447,-0.02045,0.016699000000000002
2.972524,2.914226,-0.018971,0.016954
2.974043,2.914053,-0.017068,0.01926
2.972636,2.914156,-0.01611,0.021025
2.97135,2.913281,-0.01547,0.020602
2.971412,2.913568,-0.0164,0.021324
2.967852,2.913953,-0.020963,0.022428
2.965352,2.9140900000000003,-0.022103,0.02053
2.965593,2.914685,-0.020978,0.019318
2.962473,2.915305,-0.024545,0.018184
2.961584,2.916064,-0.024858,0.015071
2.963414,2.917074,-0.021799,0.012955
2.9618,2.917653,-0.02083,0.010995
2.960786,2.919479,-0.018635,0.0087
2.960882,2.920895,-0.015459,0.006953
2.958246,2.921734,-0.015762,0.005769
2.956907,2.924356,-0.014907,0.0032049999999999995
2.956746,2.9264330000000003,-0.012285,0.001912
2.954583,2.9280060000000003,-0.015563999999999996,0.000183
2.953953,2.931152,-0.018095,-0.00309
2.95518,2.93233,-0.016102,-0.004984000000000001
2.955131,2.933027,-0.016625,-0.008229
2.954475,2.935211,-0.015283,-0.012071
2.954221,2.934505,-0.015369999999999997,-0.015311000000000003
2.951676,2.9339630000000003,-0.01652,-0.018848
2.950138,2.935121,-0.016016,-0.021278
2.950643,2.934002,-0.018251,-0.023738
2.947148,2.932852,-0.019401,-0.025332
2.945309,2.933035,-0.020377000000000003,-0.025679
2.946121,2.932362,-0.020168,-0.026068
2.9454580000000004,2.930757,-0.018533,-0.025965
2.947179,2.930527,-0.019158,-0.025259
2.945112,2.92908,-0.019202,-0.023452
2.940478,2.925972,-0.019394,-0.023459
2.941917,2.923834,-0.020131,-0.022537
2.941808,2.92023,-0.020588,-0.021225
2.939326,2.915841,-0.021961,-0.022098
2.93794,2.912522,-0.021918,-0.020944
2.938139,2.907839,-0.02193,-0.019779
2.938967,2.903632,-0.020413,-0.019157
2.939736,2.900709,-0.019211,-0.014931
2.939878,2.896617,-0.020563,-0.012148
2.937384,2.892255,-0.016947999999999998,-0.009402
2.938266,2.889304,-0.0165,-0.003834
2.939212,2.886421,-0.017878,-0.000981
2.934195,2.8825830000000003,-0.016442,0.002265
2.931476,2.8793040000000003,-0.019319,0.006624
2.93098,2.876286,-0.021108,0.009304
2.92963,2.87237,-0.020689,0.010962
2.93051,2.868471,-0.021384,0.013503
2.9277490000000004,2.865503,-0.020888,0.014113999999999996
2.925789,2.862347,-0.019105,0.014646
2.928851,2.859626,-0.018808,0.016182
2.926075,2.857998,-0.018763,0.017436
2.9227,2.856567,-0.018657,0.018573
2.923124,2.855379,-0.018580000000000003,0.021312
2.922062,2.855329,-0.020458,0.022374
2.921969,2.85538,-0.017730000000000003,0.023251
2.921932,2.854916,-0.017254,0.025167
2.918543,2.856262,-0.017691,0.024602
2.917579,2.857416,-0.017222,0.024402
2.918826,2.856669,-0.018435,0.024174
2.915076,2.857428,-0.018418,0.02177
2.9110270000000003,2.858804,-0.018986000000000003,0.019047
2.911145,2.858115,-0.018508,0.016675
2.910797,2.858935,-0.020546,0.012464
2.910678,2.861218,-0.020863,0.008875
2.912895,2.86211,-0.018806,0.007036
2.910838,2.864494,-0.015687,0.003965
2.9099470000000003,2.868537,-0.015081,0.002336
2.912444,2.870445,-0.014897,0.000795
2.909461,2.873488,-0.012947,-0.0017
2.905762,2.877837,-0.014778,-0.003702
2.907211,2.879141,-0.016179,-0.005634
2.905848,2.881145,-0.016097,-0.009439
2.9034020000000003,2.883715,-0.018264,-0.012625
2.9025950000000003,2.882534,-0.017083,-0.015869
2.902359,2.8826240000000003,-0.016085,-0.020603
2.902062,2.884091,-0.016993,-0.023969
2.901666,2.881646,-0.017825,-0.027028
2.901792,2.8810990000000003,-0.018158,-0.030806
2.898305,2.8829740000000004,-0.016719,-0.03213
2.8975880000000003,2.881974,-0.018846,-0.032342
2.8980490000000003,2.881796,-0.01863,-0.033325
2.896217,2.883279,-0.018191,-0.032435000000000005
2.895207,2.882032,-0.018986000000000003,-0.031588
2.896864,2.880745,-0.016283000000000002,-0.029821
2.89891,2.879926,-0.016874,-0.028043
2.898222,2.876702,-0.016475,-0.027223
2.896496,2.873678,-0.013544999999999998,-0.025422
2.892922,2.8700360000000003,-0.012626,-0.024366
2.889845,2.8644130000000003,-0.014597999999999996,-0.023244
2.888344,2.860384,-0.018246,-0.02134
2.887526,2.855718,-0.01838,-0.019699
2.8871900000000004,2.850534,-0.018702,-0.016801
2.886604,2.8469450000000003,-0.017627,-0.013293
2.888979,2.844243,-0.014429,-0.009757
2.889328,2.841311,-0.01437,-0.005225
2.886917,2.837883,-0.0129,-0.000964
2.8871130000000003,2.835278,-0.012293,0.003312
2.884895,2.832726,-0.014212,0.0072879999999999985
2.881322,2.829134,-0.017812,0.011777
2.88118,2.8249470000000003,-0.018732,0.014325999999999997
2.878139,2.822205,-0.017769,0.015869
2.875255,2.818712,-0.017240000000000002,0.018995
2.877426,2.813523,-0.017472,0.019696
2.87684,2.811339,-0.018807,0.020549
2.875066,2.809357,-0.01804,0.022584
2.875543,2.8052,-0.016028,0.023449
2.877087,2.804928,-0.014301,0.024841
2.874361,2.805775,-0.01519,0.026183
2.869703,2.804171,-0.013711,0.026614
2.869464,2.8054330000000003,-0.014333000000000004,0.02783
2.868834,2.807081,-0.016117,0.028052
2.869448,2.806557,-0.014517,0.028341
2.870567,2.808997,-0.013498,0.027321
2.868336,2.809545,-0.009301,0.025649
2.867602,2.80931,-0.006923,0.023531
2.868533,2.81255,-0.009662,0.019614
2.864059,2.812548,-0.010566,0.017832
2.860265,2.81215,-0.015111,0.014888
2.8601970000000003,2.814764,-0.018129,0.010449
2.860034,2.816383,-0.018059,0.007873999999999999
2.860168,2.817519,-0.021632,0.004617
2.858349,2.820527,-0.019961000000000003,4.3e-05
2.857447,2.824282,-0.017371,-0.002826
2.856808,2.826051,-0.018297,-0.005638000000000001
